語,發音,漢字、原文,中文意思
こうけい,0,光景,景象、情景、光景、情況、樣子
こうげい,0,工芸,工藝
ごうけい,0,合計,合計
こうげき,0,攻撃,攻擊、責備、擊球
こうけん,0,貢献,貢獻
こうげん,0,高原,高原
こうご,1,交互,交替
こうこう,1,孝行,孝順
こうこう/こうとうがっこう,,高校/高等学校,高中
こうこうせい,3,高校生,高中生
こうこうと,0,煌々と,煌煌
こうこがく,3,考古学,考古學
こうこく,0,広告,廣告
こうさ,0,交差,交叉
こうさい,0,交際,交際
こうさく,0,工作,製作
こうさく,0,耕作,耕作
こうさてん,0,交差点,十字路口
こうざん,1,鉱山,礦山
こうし,1,講師,教師、講師
こうじ,1,工事,工程
こうしき,0,公式,正式、公式
こうじつ,0,口実,藉口
こうして,0,こうして,這樣
こうしゃ,1,後者,後者
こうしゃ,1,校舎,校舍
こうしゅう,0,公衆,民眾
こうしゅう,0,講習,講習
こうじゅつ,0,口述,口述
こうじょ,1,控除,扣除
こうしょう,0,交渉,交涉
こうしょう,0,高尚,高尚
こうじょう,0,工場,工廠
こうじょう,0,向上,進步
こうしん,0,行進,進行
こうしんりょう,3,香辛料,香辣調料
こうすい,0,香水,香水
こうすい,0,降水,降雨
こうずい,0,洪水,洪水
こうせい,0,構成,組成、組織
こうせい,0,公正,公平
ごうせい,0,合成,合成
こうせき,0,功績,功績
こうせん,0,光線,光線
こうぜん,0,公然,公開、公然
こうそう,0,高層,高層
こうそう,0,抗争,抗爭
こうそう,0,構想,構思
こうぞう,0,構造,構造、結構
こうそく,0,高速,快速
こうそく,0,拘束,束縛、拘留、拘束
こうたい,0,交替,交替
こうたい,0,後退,倒退、後退、衰退
こうたい,0,交代,交替、替換、輪流
こうたく,0,光沢,光澤
こうだん,0,公団,公團
こうち,1,耕地,農地
こうちゃ,0,紅茶,紅茶
こうちょう,0,校長,中小學校長
こうちょう,0,好調,順利
こうつう,0,交通,交通
こうつうきかん,5,交通機関,交通工具
こうてい,0,肯定,肯定
こうてい,0,校庭,操場
こうど,1,高度,高度
こうとう,0,高等,上等
こうとう,0,口頭,口頭
こうどう,0,講堂,大禮堂
こうどう,0,行動,行動
ごうとう,0,強盗,強盜
ごうどう,0,合同,聯合
こうどく,0,講読,講讀、講解
こうどく,0,購読,訂購、購讀
こうにゅう,0,購入,購買
こうにん,0,公認,公認
こうねつひ,4,光熱費,煤氣費
こうば,0,工場,工廠
こうはい,0,後輩,後輩
こうはい,0,荒廃,荒廢
こうばい,0,購買,購買
こうはん,0,後半,後半部、後一半
こうばん,0,交番,派出所
こうひょう,0,公表,公佈
こうひょう,0,好評,好評
こうふ,0,交付,發給、交付
こうふく,0,幸福,幸福
こうふく,0,降伏,投降
こうぶつ,0,鉱物,礦物
こうふん,0,興奮,興奮
こうへい,0,公平,公平
こうほ,1,候補,候補、候補人
こうぼ,0,公募,微集、招募
こうみょう,0,巧妙,巧妙
こうむ,1,公務,公務、公事
こうむいん,3,公務員,公務員
こうもく,0,項目,項目、索引
こうよう,0,紅葉,紅葉、霜葉
こうよう,0,公用,公用、公事、公務
こうり,0,小売,小賣、零售
ごうり,1,合理,合理
こうりつ,0,公立,公立
こうりつ,0,効率,效率
こうりゅう,0,交流,交流、交變電流
ごうりゅう,0,合流,合流、滙合、聯合、合併
こうりょ,1,考慮,考慮
こうりょく,1,効力,效力、效果
こえ,1,声,人的聲音、意見
ごえい,0,護衛,護衛、警衛
こえる,0,越える、超える,過、度過、超過、超越、越過、跳過
ごえんりょなく。,5,御遠慮なく。,不用客氣
コース,1,course,路線、課程
コーチ,1,coach,教練、指導
コード,1,cord/code/chord,軟電線/暗碼、規則、暗號/和弦
コート(coat),1,coat,外套、大衣
コート(court),1,court,場地
コート(overcoat),1,overcoat,外套
コーナー,1,corner,角落、角、園區
コーヒー,3,koffie,咖啡
コーラス,1,chorus,合唱(團)
こおり,0,氷,冰
こおる,0,凍る,結冰、凍結
ゴール,1,goal,終點、目的地
ごかい,0,誤解,誤解、誤會
ごがく,0,語学,語言學習
こがす,2,焦がす,烤糊、烤焦
こがら,0,小柄,身材短小、小花、碎花紋
こぎって,2,小切手,支票
こきゅう,0,呼吸,呼吸、步調、拍子、竅門、要領
こきょう,1,故郷,故鄉、家鄉
こく,0,国,國
こぐ,1,漕ぐ,划(船)、搖(櫓)、踩(自行車)、燙(鞦韃)
ごく,1,極,極(其)、最
ごく,1,語句,語句、語、詞
こくおう,2,国王,國王
こくご,0,国語,國語、本國語言、(學科)國語、標準語
こくさい,0,国際,國際
こくさん,0,国産,國產
こくせき,0,国籍,國籍
こくてい,0,国定,國家規定、國家審定
こくど,1,国土,國土、領土
こくはく,0,告白,坦白、自白
こくばん,0,黒板,黑板
こくふく,0,克服,克服、征服
こくぼう,0,国防,國防
こくみん,0,国民,國民
こくもつ,2,穀物,穀物、糧食
こくゆう,0,国有,國有
ごくらく,0,極楽,極樂、極樂世界
こくりつ,0,国立,國立
こくれん,0,国連,聯合國
ごくろうさま。,2,御苦労様。,辛苦了
こげちゃ,2,焦げ茶,深褐色、深咖啡色
こげる,2,焦げる,糊、烤焦
ごげん,0,語源,語源
ここ,0,此処,這裡、這個時候
ここ,1,個々,每個
ごご,1,午後,下午
こごえる,0,凍える,凍僵
ここち,0,心地,感覺、心情
ここのか,4,九日,九日、九天、九號
ここのつ,2,九つ,九個、九歲
こころ,0,心,心、心靈、感情
こころあたり,4,心当たり,猜想、線索
こころえ,3,心得,素養、經驗、規則、須知、代理、精神準備
こころえる,4,心得る,領會、理解、同意、答應、(技藝等)有經驗
こころがけ,0,心掛け,用心、心得、注意
こころがける,5,心掛ける,留心、留意
こころざし,0,志,志向、志氣、心意
こころざす,4,志す,立志
こころづよい,5,心強い,膽子壯、有信心
こころぼそい,5,心細い,擔心、膽怯
こころみ,3,試み,嘗試、試驗
こころみる,4,試みる,試試、嘗試、試看看
こころよい,4,快い,愉快、高興、病情轉好
ごさ,0,誤差,誤差
ございます,4,御座居ます,〔敬語〕在、有
ございます。,4,御座います。,〔敬語〕有
こし,0,腰,腰、腰身
こじ,1,孤児,孤兒
こしかけ,3,腰掛,椅子、凳子
ごじゅうおん,2,五十音,五十音
こしょう,2,胡椒,胡椒
こしょう（する）,0,故障（する）,故障
こしらえる,0,拵える「作る」,製作、做、準備
こじれる,3,拗れる,（事態）複雜、（病）嚴重
こじん,1,個人,個人
こじん,1,故人,已故的人、死者
こす,0,越す「引っ越す」,遷居
こす,0,越す．超す,越過、超過
こす,0,濾す「水をこす」,過濾
こずえ,0,梢,樹梢
こする,2,擦る,摩擦、揉、搓、蹭
こせい,1,個性,個性
こせき,0,戸籍,戶口、戶籍
こぜに,0,小銭,零（用）錢
ごぜん,1,午前,上午
ごぞんじ,2,御存知,你知道、你認識
ごぞんじですか。,2,御存知ですか。,您知道嗎
こたい,0,固体,固體
こだい,1,古代,古體、古式、古詩體
こたえ,2,答え,回答、答覆、（問題的）答案
こたえる,2,答える,回答、解答
こたつ,0,火燵,（取暖用的）暖爐、被爐
こだわる,3,拘る,拘泥於
ごちそう,0,御馳走,盛宴、款待
ごちそうさま（でした）。,0,御馳走様（でした）。,6(7)
こちょう,0,誇張,誇張、誇大
こちら,0,こちら,這裡、這邊、這位、這方面、我們
こちらこそ。,4,こちらこそ。,哪兒的話、不敢當
こつ,0,こつ（〜をつかむ）,訣竅、竅門
こっか,1,国家,國家
こっかい,0,国会,國會、議會
こづかい,1,小遣い,零用錢
こっきょう,0,国境,國境、邊界
コック,1,kok,廚師
こっけい,0,滑稽,滑稽、可笑、荒唐
こっこう,0,国交,邦交
こっせつ,0,骨折,骨折
こっそり,3,こっそり,悄悄地、偷偷地、暗暗地
こっち,3,こっち,這邊、這裡、這方面、我們、這位
こづつみ,2,小包,小包裏、郵寄的包裏
こっとうひん,0,骨董品,古董品
コップ,0,kop,杯子
こてい,0,固定,固定
こてん,0,古典,古典
こと,2,事,事情、情況、（談話的）內容
こと,1,琴,琴
ごと,,毎,每
ごと,,ごと「まるごと」,連…一起、連同、全部地
ことがら,0,事柄,事情、事體、情況
こどく,0,孤独,孤獨、孤單
ことごとく,3,悉く,盡悉、全部、一切
ことし,0,今年,今年
ことづける,4,言付ける,託付、託帶口信
ことづて,0,言伝,傳話、口信
ことなる,3,異なる,不同、不一樣
ことに,1,殊に,特別、異常、例外
ことによると,0,事に依ると,可能、說不定、也許、碰巧
ことば,3,言葉,詞、話、語言
ことばづかい,4,言葉遣い,說話、措詞、表達
こども,0,子供,孩子、兒童
ことり,0,小鳥,小鳥
ことわざ,0,諺,諺語
ことわる,3,断る,事先說好、謝絕、拒絕
こな/こ,,粉,粉末
こないだ,4,こないだ,近來、前些天
こなごな,0,粉々,粉碎、粉末
この,0,此の,這、這個
このあいだ,0,此の間,前幾天、最近
このごろ,0,此の頃,最近、近來
このましい,4,好ましい,令人喜歡、滿意
このみ,1,好み,愛好、嗜好
このむ,2,好む,愛好、喜歡
ごはん,1,御飯,飯
ごばん,0,碁盤,圍棋盤
コピー（する）,1,copy,拷貝、複製、副本
ごぶさた,0,御無沙汰,久未問候
こべつ,0,個別,個別
こぼす,2,零す、溢す,弄翻、溢出
こぼれる,3,零れる,溢出、灑出、洋溢
コマーシャル,2,commercial,(電視)商業廣告、商務的
こまかい,3,細かい,細的、詳細的
ごまかす,3,誤魔化す,敷衍
こまやか,2,細やか、濃やか,深濃、深厚
こまる,2,困る,為難、難辦
ごみ,2,塵、芥,垃圾、灰塵
コミュニケーション,4,communication,傳達、報導
こむ,1,込む、混む,擁擠、費工夫
こむ,,込む,進入
ゴム,1,gom,橡皮
こむぎ,0,小麦,小麥
こめ,2,米,米
こめる,2,込める,裝填、集中
ごめん,0,御免,拒絕、免職
ごめんください。,6,御免下さい。,有人在嗎？
コメント,0,comment,評語、留言、注解
ごめんなさい。,5,御免なさい。,對不起
こもる,2,籠もる,充滿
こや,0,小屋,簡陋的房子
こゆう,0,固有,固有、特有
こゆび,0,小指,小指、情婦
こよう,0,雇用,僱用
こよみ,3,暦,日曆
こらえる,3,堪える,忍耐
ごらく,0,娯楽,娛樂
こらす,2,凝らす,集中
ごらん,0,御覧,〔敬〕看
ごらんなさい。,0,御覧なさい。,〔敬〕請看
ごらんになる,5,ご覧になる,〔尊敬語〕看、觀覽
こりつ,0,孤立,孤立
こりる,2,懲りる,接受了〜的教訓
こる,1,凝る,凝固、熱衷
これ,0,此れ、是,此、這
これから,0,此れから,從此以後、今後
コレクション,2,collection,收藏(品)
これら,2,此れ等,這些
ころ/ごろ,,頃,時候、時期
ころがす,0,転がす,滾、推動、弄倒
ころがる,0,転がる,滾、倒了、弄倒
ころす,0,殺す,殺、忍住、消除
ころぶ,0,転ぶ,跌倒、滾轉
こわい,2,怖い,可怕的
こわす,2,壊す,毀壞、弄壞、破壞
こわれる,3,壊れる,壞掉、故障、失敗
こん,1,紺,藏青、深藍
こん,1,今,現在
こんかい,1,今回,此次、這回
こんき,0,根気,耐性、毅力
こんきょ,1,根拠,根據
コンクール,3,concours,表演賽、競演會、比賽(會)
コンクリート,4,concrete,混凝土
こんけつ,0,混血,混血
こんげつ,0,今月,這個月
こんご,0,今後,今後、以後
こんごう,0,混合,混合
コンサート,1,concert,音樂會、演奏會
こんざつ,1,混雑,混雜、擁擠
こんしゅう,0,今週,這星期
コンセント,1,concentric+plug,電源插座
コンタクト（レンズ）,1,contactlens,3[6]
こんだて,0,献立,菜單、膳食計畫
こんちゅう,0,昆虫,昆蟲
こんてい,0,根底,根底、基礎
コンテスト,1,contest,比賽、選拔會
こんど,1,今度,這一次、下一次
こんど,1,今度,下次
こんどう,0,混同,混淆
コントラスト,1,contrast,對比、對照
コントロール,4,control,控制、調節
こんな,0,こんな,這樣的
こんなに,0,こんなに,這樣的
こんなん,1,困難,因難
こんにち,1,今日,今日
こんにちは。,5,今日は。,您好
コンパス,1,kompas,圓規、指南針
こんばん,1,今晩,今晚、今夜
こんばんは。,5,今晩は。,晚上好
コンピューター/コンピュータ,3,computer,電腦
こんぽん,0,根本,根本、基礎
こんや,1,今夜,今夜、今晚
こんやく,0,婚約,婚約
こんらん,0,混乱,混亂
さ,0,差,差別、差距
さ,0,さ,感嘆詞“さあ”的輕呼
さあ,1,さあ,喂（用於勸誘，催促時）、呀（用於躊躇，遅疑時）、啊（用於喜悦，驚訝）
サークル,0,circle,社團、圓圈
サービス,1,service,服務、接待
さい,,歳,幾歲
さい,1,際,際、時
さい,,祭,祭
ざい,1,財,金錢、財富
さい,,再,再、重新
さい,,最,最
さいかい,0,再会,再次見面
さいがい,0,災害,災害
ざいがく,0,在学,在學
さいきん,0,最近,最近、近來
さいきん,0,細菌,細菌
さいく,0,細工,精細工藝、加工
さいくつ,0,採掘,採掘、開採
サイクル,1,cycle,周期
さいけつ,0,採決,表決
さいけん,0,再建,重建、重修
さいげん,0,再現,再現、復現
ざいげん,0,財源,財源
さいご,1,最後,最後、最終
ざいこ,0,在庫,庫存
さいこう,0,最高,最高
さいさん,0,再三,再三
さいさん,0,採算,核算
ざいさん,1,財産,財產
さいじつ,0,祭日,祭日
さいしゅう,0,最終,最終
さいしゅう,0,採集,採集
さいしょ,0,最初,最初、開始
サイズ,1,size,尺寸
さいせい,0,再生,重生、復活
ざいせい,0,財政,財政
さいぜん,0,最善,最好
さいそく,1,催促,催促
さいたく,0,採択,選定、採納
さいちゅう,1,最中,正在…之中、最盛、最高潮時
さいてい,0,最低,最低
さいてん,0,採点,評分
さいなん,3,災難,災難
さいのう,0,才能,才能
さいばい,0,栽培,栽培
さいはつ,0,再発,復發
さいばん,1,裁判,審判、審理
さいふ,0,財布,錢包
さいほう,0,裁縫,裁縫
さいぼう,0,細胞,細胞
ざいもく,0,材木,木材
さいよう,0,採用,採用
ざいりょう,3,材料,材料
サイレン,1,siren,警笛
さいわい,0,幸,幸運、幸福
サイン,1,sign,簽名、記號
さえぎる,3,遮る,遮、遮擋、遮掩、遮蔽、遮斷、打斷、攔截、抗拒、阻擋
さえずる,3,囀る,(鳥)鳴、叫、囀
さえる,2,冴える,鮮明、(聲音)清脆、精巧、清醒、清寒
さお,2,竿,竹竿、竿子、杠子
さか,2,坂,坡、斜坡
さかい,2,境,界線、界限、疆界、分界、分水嶺、境地、境界、關頭
さかえる,2,栄える,繁榮、興旺
さがく,0,差額,差額
さかさ,0,逆さ,倒、顛倒、相反
さかさま,0,逆様,倒、逆、顛倒
さがす,0,探す、捜す,尋找、尋求
さかずき,4,杯,酒杯、交杯結盟
さかだち,0,逆立ち,倒立、顛倒
